"orig_name","canonical_name","corporation_name","beneficiary","city","state","price_mean","bidder_num","auction","institutional"
"Thomas Biddle & Co",,"Thomas Biddle & Co","","","",102.333,45,"1848-04-17; Loan of 1848",TRUE
"R.W. Meade","R W Meade ",,"","","",102.28375,46,"1848-04-17; Loan of 1848",FALSE
"E.W. Hewitt","E W Hewitt ",,"","","",102.25,47,"1848-04-17; Loan of 1848",FALSE
"Giles W. Porter","Giles W Porter ",,"","","",102.25,48,"1848-04-17; Loan of 1848",FALSE
"Roderick Curtis","Roderick Curtis ",,"","","",102.2433333333,49,"1848-04-17; Loan of 1848",FALSE
"John W. Maury","John W Maury ",,"","","",102.225,50,"1848-04-17; Loan of 1848",FALSE
"Ellis & Morton",,"Ellis & Morton","","","",102.22,51,"1848-04-17; Loan of 1848",TRUE
"D. Clarkson","D Clarkson ",,"","","",102.15,52,"1848-04-17; Loan of 1848",FALSE
"E. Hewitt","E W Hewitt ",,"","","",102.125,53,"1848-04-17; Loan of 1848",FALSE
"La Benoist & Co.",,"La Benoist & Co","","","",102.0992307692,54,"1848-04-17; Loan of 1848",TRUE
"Joseph S. Donovan","Joseph S Donovan ",,"","","",102.05,55,"1848-04-17; Loan of 1848",FALSE
"Samuel Harris, Jr.","Samuel Harris Jr.",,"","","",102.025,56,"1848-04-17; Loan of 1848",FALSE
"A.N. Gifford for John D. Forrest","A N Gifford ",,"John D. Forrest","","",102,57,"1848-04-17; Loan of 1848",FALSE
"Andrew Brunet","Andrew Brunet ",,"","","",102,58,"1848-04-17; Loan of 1848",FALSE
"E. Mims","E Mims ",,"","","",102,59,"1848-04-17; Loan of 1848",FALSE
"Enos Brener","Enos Brener ",,"","","",102,60,"1848-04-17; Loan of 1848",FALSE
"George Jones","George Jones ",,"","","",102,61,"1848-04-17; Loan of 1848",FALSE
"James Erwin","James Erwin ",,"","","",102,62,"1848-04-17; Loan of 1848",FALSE
"John W. Barker","John W Barker ",,"","","",102,63,"1848-04-17; Loan of 1848",FALSE
"Jon C. Bouron","Jonathan C Bouron ",,"","","",102,64,"1848-04-17; Loan of 1848",FALSE
"M. Kopman","M Kopman ",,"","","",102,65,"1848-04-17; Loan of 1848",FALSE
"Peter Shrie","Peter Shrie ",,"","","",102,66,"1848-04-17; Loan of 1848",FALSE
"R.C. Hooper","R C Hooper ",,"","","",102,67,"1848-04-17; Loan of 1848",FALSE
"R.M. Blackwell, for Eli Smallwood","R M Blackwell ",,"Eli Smallwood","","",102,68,"1848-04-17; Loan of 1848",FALSE
"Samuel Houston","Samuel Houston ",,"","","",102,69,"1848-04-17; Loan of 1848",FALSE
"William Comstock","William Comstock ",,"","","",102,70,"1848-04-17; Loan of 1848",FALSE
"John J. Donalson","John J Donalson ",,"","","",101.905,71,"1848-04-17; Loan of 1848",FALSE
"George Langdon","George Langdon ",,"","","",101.8244444444,72,"1848-04-17; Loan of 1848",FALSE
"Jacob Little & Co.",,"Jacob Little & Co","","","",101.8209090909,73,"1848-04-17; Loan of 1848",TRUE
"Smauel R. Langdon","Samuel R Langdon ",,"","","",101.776,74,"1848-04-17; Loan of 1848",FALSE
"Frederick Bronson","Frederick Bronson ",,"","","",101.75,75,"1848-04-17; Loan of 1848",FALSE
"T.D. Nauerede","T D Nauerede ",,"","","",101.75,76,"1848-04-17; Loan of 1848",FALSE
"W. Parmenter","W Parmenter ",,"","","",101.65,77,"1848-04-17; Loan of 1848",FALSE
"Edmund J. Dubois","Edmund J Dubois ",,"","","",101.6,78,"1848-04-17; Loan of 1848",FALSE
"Ludlow, Beebee & Co.",,"Ludlow, Beebee & Co","","","",101.59,79,"1848-04-17; Loan of 1848",TRUE
"R.C. Johnson","Ralph C Johnson ",,"","","",101.55,80,"1848-04-17; Loan of 1848",FALSE
"W.S. Lower","W S Lower ",,"","","",101.55,81,"1848-04-17; Loan of 1848",FALSE
"Elbin Dunbar","Elbin Dunbar ",,"","","",101.52,82,"1848-04-17; Loan of 1848",FALSE
"Anthony Best","Anthony Best ",,"","","",101.5,83,"1848-04-17; Loan of 1848",FALSE
"Charles Camblos","Charles Camblos ",,"","","",101.5,84,"1848-04-17; Loan of 1848",FALSE
"Charles Porter","Charles Porter ",,"","","",101.5,85,"1848-04-17; Loan of 1848",FALSE
"E.D. Morgan","E D Morgan ",,"","","",101.5,86,"1848-04-17; Loan of 1848",FALSE
"Henry Becket","Henry Becket ",,"","","",101.5,87,"1848-04-17; Loan of 1848",FALSE
"J.C. Abel","J C Abel ",,"","","",101.5,88,"1848-04-17; Loan of 1848",FALSE
"Joseph Burger","Joseph Burger ",,"","","",101.5,89,"1848-04-17; Loan of 1848",FALSE
"M. Martin","Mulford Martin ",,"","","",101.5,90,"1848-04-17; Loan of 1848",FALSE
"M. Perit for Seamens' Savings Bank, New York",,"M Perit","Seamens' Savings Bank, New York","","",101.5,91,"1848-04-17; Loan of 1848",TRUE
"Milton Humphrey","Milton Humphrey ",,"","","",101.5,92,"1848-04-17; Loan of 1848",FALSE
"S. Sidney Breese","S Sidney Breese ",,"","","",101.5,93,"1848-04-17; Loan of 1848",FALSE
"Samuel Borden","Samuel Borden ",,"","","",101.5,94,"1848-04-17; Loan of 1848",FALSE
"Samuel Prentis","Samuel Prentis ",,"","","",101.5,95,"1848-04-17; Loan of 1848",FALSE
"Thomas Higgins","Thomas Higgins ",,"","","",101.5,96,"1848-04-17; Loan of 1848",FALSE
"A.G. Hammersly","A G Hammersly ",,"","","",101.375,97,"1848-04-17; Loan of 1848",FALSE
"Cheney Howe","Cheney Howe ",,"","","",101.3333333333,98,"1848-04-17; Loan of 1848",FALSE
"F.H. Pessoon","F H Pessoon ",,"","","",101.3172348485,99,"1848-04-17; Loan of 1848",FALSE
"M.G. Bright","M G Bright ",,"","","",101.27,100,"1848-04-17; Loan of 1848",FALSE
"G.S. Benson","G S Benson ",,"","","",101.25,101,"1848-04-17; Loan of 1848",FALSE
"George E. Payne","George E Payne ",,"","","",101.25,102,"1848-04-17; Loan of 1848",FALSE
"Cammaner & Whitehouse",,"Cammaner & Whitehouse","","","",101.21875,103,"1848-04-17; Loan of 1848",TRUE
"L. Bonnefoux","L Bonnefoux ",,"","","",101.16,104,"1848-04-17; Loan of 1848",FALSE
"D.P. Noyes","David P Noyes ",,"","","",101.125,105,"1848-04-17; Loan of 1848",FALSE
"W. Easton","W Easton ",,"","","",101.0625,106,"1848-04-17; Loan of 1848",FALSE
"J. Corning & Co.",,"J Corning & Co","","","",101.05,107,"1848-04-17; Loan of 1848",TRUE
"Ralph C. Johnson","Ralph C Johnson ",,"","","",101.05,108,"1848-04-17; Loan of 1848",FALSE
"E.J. King","Edward J King ",,"","","",101.01,109,"1848-04-17; Loan of 1848",FALSE
"C.P. Fuller","C P Fuller ",,"","","",101,110,"1848-04-17; Loan of 1848",FALSE
"F.W. Byrdsall","F W Byrdsall ",,"","","",101,111,"1848-04-17; Loan of 1848",FALSE
"Henry Bodmer","Henry Bodmer ",,"","","",101,112,"1848-04-17; Loan of 1848",FALSE
"Hiram Birdsey","Hiram Birdsey ",,"","","",101,113,"1848-04-17; Loan of 1848",FALSE
"J. Perkins","J Perkins ",,"","","",101,114,"1848-04-17; Loan of 1848",FALSE
"John W. Hunt","John W Hunt ",,"","","",101,115,"1848-04-17; Loan of 1848",FALSE
"Relix Ingolsby","Relix Ingolsby ",,"","","",101,116,"1848-04-17; Loan of 1848",FALSE
"T.M. Abbett","T M Abbett ",,"","","",101,117,"1848-04-17; Loan of 1848",FALSE
"W.H. Keeler","W H Keeler ",,"","","",101,118,"1848-04-17; Loan of 1848",FALSE
"William Cheney, Jr.","William Cheney Jr.",,"","","",101,119,"1848-04-17; Loan of 1848",FALSE
"Charles Dewey","Charles Dewey ",,"","","",100.9967948718,120,"1848-04-17; Loan of 1848",FALSE
"Julius Y. Dewey","Julius Y Dewey ",,"","","",100.9014705882,121,"1848-04-17; Loan of 1848",FALSE
"L.B. Peck","L B Peck ",,"","","",100.8333333333,122,"1848-04-17; Loan of 1848",FALSE
"Joseph Lawrence","Joseph Lawrence ",,"","","",100.76,123,"1848-04-17; Loan of 1848",FALSE
"Daniel Haddock, Jr.","Daniel Haddock Jr.",,"","","",100.75,124,"1848-04-17; Loan of 1848",FALSE
"H. Haberman","H Haberman ",,"","","",100.75,125,"1848-04-17; Loan of 1848",FALSE
"John Haseltine","John Haseltine ",,"","","",100.75,126,"1848-04-17; Loan of 1848",FALSE
"S. Henshaw","S Henshaw ",,"","","",100.5166666667,127,"1848-04-17; Loan of 1848",FALSE
"Henry Barnard","Henry Barnard ",,"","","",100.5,128,"1848-04-17; Loan of 1848",FALSE
"John Clapp, Jr., for Merchants' and Traders' Bank, New York",,"John Clapp, Jr ,","Merchants' and Traders' Bank, New York","","",100.5,129,"1848-04-17; Loan of 1848",TRUE
"Luke Hitchcock","Luke Hitchcock ",,"","","",100.5,130,"1848-04-17; Loan of 1848",FALSE
"John J. McCahen","John J McCahen ",,"","","",100.2945454545,131,"1848-04-17; Loan of 1848",FALSE
"Daniel W. Ladd","Daniel W Ladd ",,"","","",100.25,132,"1848-04-17; Loan of 1848",FALSE
"Jeremiah Goodwin","Jeremiah Goodwin ",,"","","",100.25,133,"1848-04-17; Loan of 1848",FALSE
"Samuel Dalzel","Samuel Dalzel ",,"","","",100.25,134,"1848-04-17; Loan of 1848",FALSE
"Thomas Holmes","Thomas Holmes ",,"","","",100.25,135,"1848-04-17; Loan of 1848",FALSE
"Alexander Benson & Co.",,"Alexander Benson & Co","","","",100.125,136,"1848-04-17; Loan of 1848",TRUE
"R.B. Cranston","R B Cranston ",,"","","",100.125,137,"1848-04-17; Loan of 1848",FALSE
"C.G. English","C G English ",,"","","",100,138,"1848-04-17; Loan of 1848",FALSE
"James Bruen","James Bruen ",,"","","",100,139,"1848-04-17; Loan of 1848",FALSE
"Robert S. Casset","Robert S Casset ",,"","","",100,140,"1848-04-17; Loan of 1848",FALSE
"Stephen T. Cooper","Stephen T Cooper ",,"","","",100,141,"1848-04-17; Loan of 1848",FALSE
"W. Jarvis","W Jarvis ",,"","","",100,142,"1848-04-17; Loan of 1848",FALSE
"W.G. Brown","W G Brown ",,"","","",100,143,"1848-04-17; Loan of 1848",FALSE
"Ward, Campbell & Co",,"Ward, Campbell & Co","","New York","NY",101.1721538462,1,"1860-09-08; Loan of 1860",TRUE
"F. G. Blanchard","F G Blanchard ",,"","Brooklyn","NY",101.125,2,"1860-09-08; Loan of 1860",FALSE
"Oerlichs & Co",,"Oerlichs & Co","","New York","NY",101,3,"1860-09-08; Loan of 1860",TRUE
"P. T. Homer","P T Homer ",,"","Boston","MA",100.675,4,"1860-09-08; Loan of 1860",FALSE
"Bank of Troy",,"Bank of Troy","","New York","NY",100.6,5,"1860-09-08; Loan of 1860",TRUE
"Bowery Savings Bank",,"Bowery Savings Bank","","New York","NY",100.575,6,"1860-09-08; Loan of 1860",TRUE
"D. A. Cushman & B. F. Wheelwright",,"D A Cushman & B F Wheelwright","","Philadelphia","PA",100.55,7,"1860-09-08; Loan of 1860",TRUE
"John C. Green","John C Green ",,"","New York","NY",100.55,8,"1860-09-08; Loan of 1860",FALSE
"E. Whitehouse, Son & Morison",,"E Whitehouse, Son & Morrison","","New York","NY",100.5486,9,"1860-09-08; Loan of 1860",TRUE
"William Mertens","William Mertens ",,"","New York","NY",100.52,10,"1860-09-08; Loan of 1860",FALSE
"C. H. Merryman","C H Merryman ",,"","New York","NY",100.51,11,"1860-09-08; Loan of 1860",FALSE
"J. W. Schmidt","J W Schmidt ",,"","New York","NY",100.51,12,"1860-09-08; Loan of 1860",FALSE
"Gabriel Mead, trustee",,"Gabriel Mead, trustee","","New York","NY",100.5078125,13,"1860-09-08; Loan of 1860",TRUE
"Ketchum Son & Co",,"Ketchum, Son & Co","","New York","NY",100.506,14,"1860-09-08; Loan of 1860",TRUE
"A. Muirhead","A Muirhead ",,"","New York","NY",100.5,15,"1860-09-08; Loan of 1860",FALSE
"Drexel & Co",,"Drexel & Co","","Philadelphia","PA",100.5,16,"1860-09-08; Loan of 1860",TRUE
"Gabriel Mead & W. H. Carter",,"Gabriel Mead & W H Carter","","New York","NY",100.5,17,"1860-09-08; Loan of 1860",TRUE
"Troy Savings Bank",,"Troy Savings Bank","","New York","NY",100.5,18,"1860-09-08; Loan of 1860",TRUE
"Merchants' & Traders' Bank",,"Merchants' & Traders' Bank","","New York","NY",100.45,19,"1860-09-08; Loan of 1860",TRUE
"Julius Y. Dewey","Julius Y Dewey ",,"","Montpelier","VT",100.4163333333,20,"1860-09-08; Loan of 1860",FALSE
"Rufus H. King","Rufus H King ",,"","Albany ","NY",100.375,21,"1860-09-08; Loan of 1860",FALSE
"Cortland de P. Field","Cortland de P Field ",,"","New York","NY",100.35,22,"1860-09-08; Loan of 1860",FALSE
"Bank of La Salle",,"Bank of La Salle","","Chicago","IL",100.304,23,"1860-09-08; Loan of 1860",TRUE
"B. F. Wheelwright","B F Wheelwright ",,"","Philadelphia","PA",100.3,24,"1860-09-08; Loan of 1860",FALSE
"W. B. Scott & Co",,"W B Scott & Co","","New York","NY",100.2833333333,25,"1860-09-08; Loan of 1860",TRUE
"Merchants' Bank",,"Merchants' Bank","","Boston","MA",100.2717391304,26,"1860-09-08; Loan of 1860",TRUE
"Orient Mutual Insurance Company",,"Orient Mutual Insurance Company","","New York","NY",100.26,27,"1860-09-08; Loan of 1860",TRUE
"Delaware Mutual Safety Insurance Company",,"Delaware Mutual Safety Insurance Company","","Philadelphia","PA",100.25,28,"1860-09-08; Loan of 1860",TRUE
"Dry Dock Savings Institution",,"Dry Dock Savings Institution","","New York","NY",100.25,29,"1860-09-08; Loan of 1860",TRUE
"Isaac Bell, Jr. ",,,"","New York","NY",100.25,30,"1860-09-08; Loan of 1860",FALSE
"Provident Institution for Savings",,"Provident Institution for Savings","","Boston","MA",100.25,31,"1860-09-08; Loan of 1860",TRUE
"Riggs & Co. ",,"Riggs & Co","","Washington","DC",100.2322580645,32,"1860-09-08; Loan of 1860",TRUE
"Pennsylvania Mutual Life Insurance Company",,"Pennsylvania Mutual Life Insurance Company","","Philadelphia","PA",100.2125,33,"1860-09-08; Loan of 1860",TRUE
"Marie & Kanz",,"Marie & Kanz","","New York","NY",100.199669967,34,"1860-09-08; Loan of 1860",TRUE
"Lockwood & Co",,"Lockwood & Co","","New York","NY",100.18375,35,"1860-09-08; Loan of 1860",TRUE
"Gwynene & Day",,"Gwynene & Day","","New York","NY",100.1617647059,36,"1860-09-08; Loan of 1860",TRUE
"Philip Speyer & Co",,"Philip Speyer & Co","","New York","NY",100.124,37,"1860-09-08; Loan of 1860",TRUE
"Livermore, Clews & Mason",,"Livermore, Clews & Mason","","New York","NY",100.1210084034,38,"1860-09-08; Loan of 1860",TRUE
"H. F. Vail","Henry F Vail ",,"","New York","NY",100.1,39,"1860-09-08; Loan of 1860",FALSE
"Thompson Brothers",,"Thompson Brothers","","New York","NY",100.0704,40,"1860-09-08; Loan of 1860",TRUE
"W. B. Scott","W B Scott ",,"","New York","NY",100.0284090909,41,"1860-09-08; Loan of 1860",FALSE
"Clarkson & Co",,"Clarkson & Co","","New York","NY",100.01,42,"1860-09-08; Loan of 1860",TRUE
"B. H. Field, executor",,"B H Field, executor","","New York","NY",100,43,"1860-09-08; Loan of 1860",TRUE
"H. J. Morgan & Co",,"H J Morgan & Co","","New York","NY",100,44,"1860-09-08; Loan of 1860",TRUE
"Harrison Bank",,"Harrison Bank","","","PA",100,45,"1860-09-08; Loan of 1860",TRUE
"Levi Hasbrouck","Levi Hasbrouck ",,"","New York","NY",100,46,"1860-09-08; Loan of 1860",FALSE
"Pittsburgh Trust Company",,"Pittsburgh Trust Company","","Philadelphia","PA",100,47,"1860-09-08; Loan of 1860",TRUE
"Ribon & Co",,"Ribon & Co","","New York","NY",100,48,"1860-09-08; Loan of 1860",TRUE
"G.C. Stuhr","G C Stuhr ",,"","Brooklyn","NY",96,1,"1861-02-13; Loan of Feb 1861",FALSE
"J. Benkendorff","J Benkendorff ",,"","New York","NY",94.26,2,"1861-02-13; Loan of Feb 1861",FALSE
"Philadelphia Contribution Insurance Co.",,"Philadelphia Contribution Insurance Co","","Philadelphia","PA",93.5,3,"1861-02-13; Loan of Feb 1861",TRUE
"Joseph M. Ballestier","Joseph M Ballestier ",,"","New York","NY",93,4,"1861-02-13; Loan of Feb 1861",FALSE
"Stephen G. Fotterall","Stephen G Fotterall ",,"","Philadelphia","PA",93,5,"1861-02-13; Loan of Feb 1861",FALSE
"Richard Berry","Richard Berry ",,"","New York","NY",92.5,6,"1861-02-13; Loan of Feb 1861",FALSE
"V. & J.F. Gilpin & Co.",,"V & J F Gilpin & Co","","Philadelphia","PA",92.5,7,"1861-02-13; Loan of Feb 1861",TRUE
"John Scott Boyd","John Scott Boyd ",,"","New York","NY",92.4,8,"1861-02-13; Loan of Feb 1861",FALSE
"Bank of the Republic",,"Bank of the Republic","","Boston","MA",92.2666666667,9,"1861-02-13; Loan of Feb 1861",TRUE
"Benjamin Peirce","Benjamin Peirce ",,"","Chesterfield Factory","NH",92,10,"1861-02-13; Loan of Feb 1861",FALSE
"Clark, Dodge & Co.",,"Clark, Dodge & Co","","Boston","MA",92,11,"1861-02-13; Loan of Feb 1861",TRUE
"Merritt, Strang & Co",,"Merritt, Strang & Co","","New York","NY",92,12,"1861-02-13; Loan of Feb 1861",TRUE
"Mariners' Savings Institution",,"Mariners' Savings Institution","","New York","NY",91.7,13,"1861-02-13; Loan of Feb 1861",TRUE
"Russell N. Isaacs","Russell N Isaacs ",,"","New York","NY",91.5,14,"1861-02-13; Loan of Feb 1861",FALSE
"E.G. Hamilton","E G Hamilton ",,"","New York","NY",91.4,15,"1861-02-13; Loan of Feb 1861",FALSE
"Jacob St. Loskey","Jacob St. Loskey ",,"","New York","NY",91.3636363636,16,"1861-02-13; Loan of Feb 1861",FALSE
"James Tuttle","James Tuttle ",,"","Boston","MA",91.25,17,"1861-02-13; Loan of Feb 1861",FALSE
"Wm. & John O'Brien",,"William & John O'Brien","","New York","NY",91.2357575758,18,"1861-02-13; Loan of Feb 1861",TRUE
"E.S. Monroe","E S Monroe ",,"","New York","NY",91.0588235294,19,"1861-02-13; Loan of Feb 1861",FALSE
"Jenkins Van Schaick","Jenkins Van Schaick ",,"","New York","NY",91.05,20,"1861-02-13; Loan of Feb 1861",FALSE
"Clarkson Brothers",,"Clarkson Brothers","","Troy","NY",91.0375,21,"1861-02-13; Loan of Feb 1861",TRUE
"Charles T. Dix","Charles T Dix ",,"","New York","NY",91,22,"1861-02-13; Loan of Feb 1861",FALSE
"John B. Budd","John B Budd ",,"","Philadelphia","PA",91,23,"1861-02-13; Loan of Feb 1861",FALSE
"Lewis MacGregor","Lewis MacGregor ",,"","New York","NY",91,24,"1861-02-13; Loan of Feb 1861",FALSE
"Louis McGregor","Louis McGregor ",,"","New York","NY",91,25,"1861-02-13; Loan of Feb 1861",FALSE
"Philip R. Kearney, trustee",,"Philip R Kearney, trustee","","New York","NY",91,26,"1861-02-13; Loan of Feb 1861",TRUE
"Tuller & Sutterly",,"Tuller & Sutterly","","Philadelphia","PA",91,27,"1861-02-13; Loan of Feb 1861",TRUE
"Meigs & Greenleaf",,"Meigs & Greenleaf","","New York","NY",90.9818181818,28,"1861-02-13; Loan of Feb 1861",TRUE
"E.W. Dunham","E W Dunham ",,"","New York","NY",90.8355,29,"1861-02-13; Loan of Feb 1861",FALSE
"Home Insurance Company",,"Home Insurance Company","","New York","NY",90.8,30,"1861-02-13; Loan of Feb 1861",TRUE
"Charles H. Russell","Charles H Russell ",,"","New York","NY",90.75,31,"1861-02-13; Loan of Feb 1861",FALSE
"F.W. Streckle","F W Streckle ",,"","New York","NY",90.75,32,"1861-02-13; Loan of Feb 1861",FALSE
"John A. Stevens","John A Stevens ",,"","New York","NY",90.75,33,"1861-02-13; Loan of Feb 1861",FALSE
"John Sampson","John Sampson ",,"","New York","NY",90.75,34,"1861-02-13; Loan of Feb 1861",FALSE
"Robert L. Kennedy","Robert L Kennedy ",,"","New York","NY",90.75,35,"1861-02-13; Loan of Feb 1861",FALSE
"C.R. Robert","C R Robert ",,"","New York","NY",90.722,36,"1861-02-13; Loan of Feb 1861",FALSE
"Underhill & Haven",,"Underhill & Haven","","New York","NY",90.7209090909,37,"1861-02-13; Loan of Feb 1861",TRUE
"Charles A. Cummings","Charles A Cummings ",,"","New York","NY",90.6,38,"1861-02-13; Loan of Feb 1861",FALSE
"John T. Johnson","John T Johnson ",,"","New York","NY",90.53,39,"1861-02-13; Loan of Feb 1861",FALSE
"A. Jenkins","A Jenkins ",,"","New York","NY",90.5,40,"1861-02-13; Loan of Feb 1861",FALSE
"Henry F. Vail","Henry F Vail ",,"","New York","NY",90.5,41,"1861-02-13; Loan of Feb 1861",FALSE
"J.H. Thayer","Joseph H Thayer ",,"","Boston","MA",90.5,42,"1861-02-13; Loan of Feb 1861",FALSE
"James Egginton","James Egginton ",,"","Brooklyn","NY",90.5,43,"1861-02-13; Loan of Feb 1861",FALSE
"Roosevelt & Son",,"Roosevelt & Son","","New York","NY",90.5,44,"1861-02-13; Loan of Feb 1861",TRUE
"Samuel Sinclair","Samuel Sinclair ",,"","Troy","NY",90.5,45,"1861-02-13; Loan of Feb 1861",FALSE
"Thompson Brothers",,"Thompson Brothers","","New York","NY",90.5,46,"1861-02-13; Loan of Feb 1861",TRUE
"William Griswold","William Griswold ",,"","New York","NY",90.5,47,"1861-02-13; Loan of Feb 1861",FALSE
"Julius Y. Dewy","Julius Y Dewy ",,"","Montpelier","VT",90.45,48,"1861-02-13; Loan of Feb 1861",FALSE
"Ward, Campbell & Co",,"Ward, Campbell & Co","","New York","NY",90.4225,49,"1861-02-13; Loan of Feb 1861",TRUE
"E.L. Bolles","E L Bolles ",,"","New York","NY",90.4,50,"1861-02-13; Loan of Feb 1861",FALSE
"R.R. Graves & Co",,"R R Graves & Co","","New York","NY",90.4,51,"1861-02-13; Loan of Feb 1861",TRUE
"George W. Patterson, Jr.","George W Patterson Jr.",,"","Corning","NY",90.35,52,"1861-02-13; Loan of Feb 1861",FALSE
"E. Whitehouse, Son & Morrison",,"E Whitehouse, Son & Morrison","","New York","NY",90.3222222222,53,"1861-02-13; Loan of Feb 1861",TRUE
"Chester W. Chapin","Chester W Chapin ",,"","Springfield","MA",90.3,54,"1861-02-13; Loan of Feb 1861",FALSE
"Mark A. Nicholls","Mark A Nicholls ",,"","Lockport","NY",90.272,55,"1861-02-13; Loan of Feb 1861",FALSE
"M.M. Pownall","M M Pownall ",,"","New York","NY",90.27,56,"1861-02-13; Loan of Feb 1861",FALSE
"Sherman & Romaine",,"Sherman & Romaine","","New York","NY",90.26,57,"1861-02-13; Loan of Feb 1861",TRUE
"C.E. Brewer","Charles E Brewer ",,"","New York","NY",90.2566666667,58,"1861-02-13; Loan of Feb 1861",FALSE
"Allan Melville","Allan Melville ",,"","New York","NY",90.25,59,"1861-02-13; Loan of Feb 1861",FALSE
"Bank of Lansingburgh",,"Bank of Lansingburgh","","New York","NY",90.25,60,"1861-02-13; Loan of Feb 1861",TRUE
"Clairmont Bank",,"Clairmont Bank","","Clairmont","NH",90.25,61,"1861-02-13; Loan of Feb 1861",TRUE
"George N. Farwell","George N Farwell ",,"","Clairmont","NY",90.25,62,"1861-02-13; Loan of Feb 1861",FALSE
